timestamp,rmssd,coverage,low_frequency,high_frequency
2021-07-31T00:35:00,20.487,0.744,259.549,46.523
2021-07-31T00:40:00,22.604,0.974,258.729,156.641
2021-07-31T00:45:00,31.535,0.989,193.991,282.19
2021-07-31T00:50:00,30.335,0.989,172.516,337.038
2021-07-31T00:55:00,29.369,0.996,133.958,322.259
2021-07-31T01:00:00,28.037,0.996,204.509,286.708
2021-07-31T01:05:00,27.254,1.001,199.905,231.4
2021-07-31T01:10:00,26.206,0.997,190.716,249.472
2021-07-31T01:15:00,27.03,0.973,183.361,243.035
2021-07-31T01:20:00,21.052,0.917,749.628,107.812
2021-07-31T01:25:00,21.822,1.002,622.123,132.121
2021-07-31T01:30:00,18.714,0.975,1084.358,62.018
2021-07-31T01:35:00,19.988,1.004,761.732,73.037
2021-07-31T01:40:00,22.417,0.989,489.051,114.425
2021-07-31T01:45:00,20.679,0.95,470.039,122.568
2021-07-31T01:50:00,25.72,0.899,1217.419,182.269
2021-07-31T01:55:00,20.395,0.99,272.902,121.858
2021-07-31T02:00:00,25.397,1.005,267.052,204.592
2021-07-31T02:05:00,25.266,1.002,241.363,202.571
2021-07-31T02:10:00,26.059,1.004,263.163,192.353
2021-07-31T02:15:00,27.267,0.999,180.091,234.789
2021-07-31T02:20:00,29.98,1.002,131.743,315.059
2021-07-31T02:25:00,31.316,0.961,558.626,340.266
2021-07-31T02:30:00,27.452,0.707,494.845,177.169
2021-07-31T02:35:00,19.394,1.003,1303.079,79.293
2021-07-31T02:40:00,19.816,0.79,561.616,68.353
2021-07-31T02:45:00,22.019,0.934,198.79,89.591
2021-07-31T02:50:00,24.389,0.955,1420.29,90.604
2021-07-31T02:55:00,26.34,0.954,674.544,193.792
2021-07-31T03:00:00,25.262,0.98,620.094,178.48
2021-07-31T03:05:00,23.512,0.979,477.144,172.296
2021-07-31T03:10:00,27.964,0.981,233.731,222.832
2021-07-31T03:15:00,28.585,0.993,112.135,214.352
2021-07-31T03:20:00,26.745,0.982,377.819,205.698
2021-07-31T03:25:00,26.714,0.977,354.058,163.019
2021-07-31T03:30:00,29.327,0.976,247.518,184.637
2021-07-31T03:35:00,31.505,0.994,331.158,219.879
2021-07-31T03:40:00,31.738,0.933,1078.296,287.72
2021-07-31T03:45:00,27.942,1.002,591.721,210.716
2021-07-31T03:50:00,30.355,0.931,1023.909,689.147
2021-07-31T03:55:00,22.688,0.767,166.846,79.045
2021-07-31T04:00:00,22.067,0.99,5425.874,584.75
2021-07-31T04:05:00,30.318,0.735,98.503,145.659
2021-07-31T04:10:00,36.706,0.991,2045.005,1148.52
2021-07-31T04:15:00,31.34,1.005,387.634,285.314
2021-07-31T04:20:00,36.677,1.001,216.892,383.783
2021-07-31T04:35:00,57.804,0.802,760.306,461.274
2021-07-31T04:40:00,57.507,0.772,3352.226,596.502
2021-07-31T04:45:00,31.577,0.981,860.014,219.491
2021-07-31T04:50:00,29.604,0.943,1785.701,323.308
2021-07-31T04:55:00,33.932,0.944,903.796,417.076
2021-07-31T05:00:00,35.455,0.949,851.174,309.286
2021-07-31T05:05:00,33.093,0.941,689.918,217.93
2021-07-31T05:10:00,43.497,0.898,1670.296,300.798
2021-07-31T05:15:00,24.855,0.939,321.156,185.169
2021-07-31T05:20:00,30.889,0.97,946.5,233.584
2021-07-31T05:25:00,33.135,0.961,278.734,263.149
2021-07-31T05:30:00,26.66,0.752,943.6,135.843
2021-07-31T05:40:00,15.461,0.754,150.262,64.984
2021-07-31T05:55:00,18.755,0.748,891.584,72.271
2021-07-31T06:00:00,20.272,0.806,775.457,92.875
2021-07-31T06:05:00,19.936,0.938,1492.947,219.712
2021-07-31T06:10:00,22.113,0.812,755.918,87.45
2021-07-31T06:15:00,24.306,0.983,520.077,135.913
2021-07-31T06:20:00,29.339,0.962,583.992,204.882
2021-07-31T06:25:00,23.675,1.003,250.912,147.041
2021-07-31T06:30:00,26.007,0.995,137.024,223.523
2021-07-31T06:35:00,25.447,1.004,135.521,184.984
2021-07-31T06:40:00,24.676,1.001,263.245,154.96
2021-07-31T06:45:00,20.535,0.919,411.899,135.613
2021-07-31T06:50:00,18.781,0.997,768.983,77.665
2021-07-31T06:55:00,20.016,0.97,667.319,99.583
2021-07-31T07:00:00,29.435,0.973,930.137,246.528
2021-07-31T07:05:00,16.35,0.946,1285.625,70.058
2021-07-31T07:10:00,15.442,0.99,507.398,53.239
2021-07-31T07:15:00,20.232,0.959,276.193,100.055
2021-07-31T07:20:00,22.008,1.001,970.618,156.2
2021-07-31T07:25:00,17.702,0.969,285.668,76.746
2021-07-31T07:30:00,23.397,0.9,983.864,77.563
2021-07-31T07:35:00,21.773,0.829,888.42,82.473
2021-07-31T07:40:00,20.495,0.857,384.455,103.133
2021-07-31T07:45:00,20.753,0.853,620.47,85.21
2021-07-31T07:50:00,24.086,0.971,553.231,151.504
2021-07-31T07:55:00,29.934,0.988,481.44,218.641
2021-07-31T08:00:00,24.254,0.935,1059.642,167.228
2021-07-31T08:05:00,25.708,0.96,864.662,126.437
