timestamp,rmssd,coverage,low_frequency,high_frequency
2021-07-24T03:55:00,17.088,0.941,520.013,62.142
2021-07-24T04:00:00,20.376,0.924,233.102,121.664
2021-07-24T04:05:00,19.995,1.001,382.389,112.588
2021-07-24T04:10:00,22.75,0.998,318.921,171.545
2021-07-24T04:15:00,20.424,1.003,99.184,134.237
2021-07-24T04:20:00,20.207,0.985,309.912,122.426
2021-07-24T04:25:00,21.736,0.954,408.454,143.254
2021-07-24T04:30:00,22.616,1.001,132.477,149.733
2021-07-24T04:35:00,24.138,1.006,190.392,182.772
2021-07-24T04:40:00,25.63,0.943,137.517,168.733
2021-07-24T04:45:00,47.31,0.983,295.719,681.614
2021-07-24T04:50:00,23.514,0.991,440.014,137.018
2021-07-24T04:55:00,19.644,0.992,408.807,93.622
2021-07-24T05:00:00,18.511,0.792,794.658,66.422
2021-07-24T05:05:00,20.496,1.002,996.108,104.826
2021-07-24T05:10:00,27.231,0.772,994.937,213.007
2021-07-24T05:15:00,32.609,0.953,1348.606,469.384
2021-07-24T05:20:00,25.478,0.996,336.922,238.592
2021-07-24T05:25:00,24.181,1.004,194.566,205.073
2021-07-24T05:30:00,27.933,1.002,404.979,253.63
2021-07-24T05:35:00,29.097,1.005,237.829,267.149
2021-07-24T05:40:00,29.983,1.003,145.198,298.416
2021-07-24T05:45:00,35.039,0.971,355.392,405.119
2021-07-24T05:50:00,39.671,1.004,1269.061,383.848
2021-07-24T05:55:00,31.919,1.002,130.52,297.771
2021-07-24T06:00:00,31.813,1.001,90.406,313.805
2021-07-24T06:05:00,33.742,0.999,153.46,382.61
2021-07-24T06:10:00,32.631,1.003,199.893,305.335
2021-07-24T06:15:00,35.625,1.002,150.253,385.663
2021-07-24T06:20:00,37.313,1.005,193.618,363.377
2021-07-24T06:25:00,35.083,0.972,183.994,344.424
2021-07-24T06:40:00,25.717,0.953,412.442,168.667
2021-07-24T06:45:00,28.471,1.005,861.287,252.863
2021-07-24T06:50:00,28.261,0.965,612.483,269.729
2021-07-24T06:55:00,28.604,0.925,579.097,263.352
2021-07-24T07:00:00,28.501,0.977,715.186,274.584
2021-07-24T07:05:00,32.357,0.836,1537.438,330.108
2021-07-24T07:10:00,23.559,0.86,585.697,134.353
2021-07-24T07:15:00,29.361,0.963,1029.515,220.082
2021-07-24T07:20:00,26.575,0.974,1479.961,206.361
2021-07-24T07:25:00,36.14,0.916,1532.887,372.575
2021-07-24T07:30:00,28.034,0.989,1076.627,181.377
2021-07-24T07:35:00,31.079,0.97,571.957,278.691
2021-07-24T07:40:00,33.615,0.989,319.102,287.49
2021-07-24T07:45:00,35.578,0.991,663.505,285.442
2021-07-24T07:50:00,36.091,0.992,393.72,428.958
2021-07-24T07:55:00,40.576,0.74,14477.888,627.431
2021-07-24T08:10:00,25.633,0.919,668.991,114.044
2021-07-24T08:15:00,18.501,0.919,776.529,62.557
2021-07-24T23:25:00,22.943,0.799,519.587,178.519
2021-07-24T23:35:00,22.774,1.001,427.15,157.905
2021-07-24T23:40:00,24.031,0.956,161.695,167.558
2021-07-24T23:45:00,25.094,0.9,767.964,174.046
2021-07-24T23:50:00,26.465,0.808,998.673,178.071
2021-07-24T23:55:00,21.966,0.989,441.344,101.904
