timestamp,rmssd,coverage,low_frequency,high_frequency
2021-07-05T00:00:00,15.554,0.983,558.503,63.776
2021-07-05T00:05:00,13.516,0.944,458.489,59.105
2021-07-05T00:10:00,13.958,0.974,301.306,67.28
2021-07-05T00:15:00,20.575,0.979,110.346,80.496
2021-07-05T00:20:00,20.08,1.003,239.492,161.591
2021-07-05T00:25:00,24.358,0.982,249.993,138.273
2021-07-05T00:30:00,29.511,1.003,203.356,229.935
2021-07-05T00:35:00,28.606,1.001,375.823,230.625
2021-07-05T00:40:00,26.762,0.959,879.668,213.49
2021-07-05T00:45:00,30.075,0.99,218.317,220.527
2021-07-05T00:50:00,30.947,1.002,192.618,341.315
2021-07-05T00:55:00,30.003,1.003,244.505,297.887
2021-07-05T01:00:00,34.189,0.999,307.831,301.739
2021-07-05T01:05:00,30.846,1.003,174.779,262.072
2021-07-05T01:10:00,34.514,0.98,340.221,323.119
2021-07-05T01:15:00,33.376,0.988,965.55,207.45
2021-07-05T01:20:00,29.874,0.966,920.452,217.983
2021-07-05T01:25:00,31.441,0.979,1392.346,235.781
2021-07-05T01:30:00,28.078,0.963,838.763,149.045
2021-07-05T01:35:00,30.078,0.933,1025.855,303.888
2021-07-05T01:40:00,27.934,0.95,790.406,215.209
2021-07-05T01:45:00,37.456,1.005,1289.218,241.289
2021-07-05T01:50:00,30.399,0.956,1271.785,226.471
2021-07-05T01:55:00,30.73,1.005,223.646,370.845
2021-07-05T02:00:00,38.081,0.96,715.575,338.969
2021-07-05T02:05:00,32.991,0.934,336.983,254.116
2021-07-05T02:10:00,37.609,0.912,654.406,377.791
2021-07-05T02:15:00,39.034,0.962,409.859,436.128
2021-07-05T02:20:00,40.742,1.003,264.539,505.382
2021-07-05T02:25:00,38.183,1.004,193.022,422.59
2021-07-05T02:30:00,35.663,0.916,896.441,349.935
2021-07-05T02:35:00,31.078,0.839,552.153,226.211
2021-07-05T02:40:00,32.971,0.953,306.362,235.361
2021-07-05T02:45:00,37.254,0.841,306.176,322.354
2021-07-05T02:50:00,30.842,0.907,1546.102,288.513
2021-07-05T02:55:00,35.268,0.805,323.184,263.372
2021-07-05T03:00:00,35.617,0.986,1107.326,269.559
2021-07-05T03:05:00,32.944,0.989,357.238,249.92
2021-07-05T03:10:00,34.048,0.982,591.874,298.46
2021-07-05T03:15:00,34.534,0.776,363.604,383.891
2021-07-05T03:20:00,46.026,0.795,1948.563,393.837
2021-07-05T03:25:00,31.693,0.991,1044.512,117.022
2021-07-05T03:30:00,27.621,0.84,1052.813,185.748
2021-07-05T22:25:00,9.245,0.975,81.523,24.761
2021-07-05T22:30:00,11.02,0.973,108.06,37.813
2021-07-05T22:35:00,11.859,0.978,221.875,56.604
2021-07-05T22:40:00,11.195,1.003,67.688,53.427
2021-07-05T22:45:00,14.086,1.001,69.232,96.879
2021-07-05T22:50:00,14.097,1.001,61.818,99.96
2021-07-05T22:55:00,14.547,0.998,138.81,91.992
2021-07-05T23:00:00,17.022,0.999,67.092,169.041
2021-07-05T23:05:00,15.762,1.005,41.118,120.318
2021-07-05T23:10:00,16.367,0.99,68.29,131.704
2021-07-05T23:15:00,16.73,1.0,117.432,131.611
2021-07-05T23:20:00,17.752,0.955,261.463,126.159
2021-07-05T23:25:00,18.639,0.863,464.124,139.206
2021-07-05T23:30:00,20.65,0.939,1196.713,104.642
2021-07-05T23:35:00,19.482,0.988,815.17,107.749
2021-07-05T23:40:00,22.606,1.003,176.046,210.553
2021-07-05T23:45:00,23.841,0.975,137.6,256.367
2021-07-05T23:50:00,23.42,1.003,69.529,234.189
2021-07-05T23:55:00,19.046,0.997,103.026,140.341
